Debate	ID	Speaker	ALL	CT	ABC	CNN	WP	NPR	PF	TG	NYT	FC	Text
19_10_2016	252	TRUMP	3	0	0	0	0	1	1	0	0	1	The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.
19_10_2016	253	TRUMP	1	0	0	0	0	1	0	0	0	0	It's a disaster.
19_10_2016	254	TRUMP	4	1	1	0	0	0	1	0	1	0	Hillary Clinton wanted the wall.
19_10_2016	255	TRUMP	3	1	1	1	0	0	0	0	0	0	Hillary Clinton fought for the wall in 2006 or thereabouts.
19_10_2016	256	TRUMP	2	1	1	0	0	0	0	0	0	0	Now, she never gets anything done, so naturally the wall wasn't built.
19_10_2016	257	TRUMP	4	1	1	0	0	0	1	0	1	0	But Hillary Clinton wanted the wall.

Chunk #55:
19_10_2016	267	CLINTON	1	0	0	0	0	1	0	0	0	0	There are some limited places where that was appropriate.
19_10_2016	268	CLINTON	1	0	0	0	0	1	0	0	0	0	There also is necessarily going to be new technology and how best to deploy that.

Chunk #56:
19_10_2016	270	CLINTON	1	0	0	0	0	0	0	0	0	1	Now, what I am also arguing is that bringing undocumented immigrants out from the shadows, putting them into the formal economy will be good, because then employers can't exploit them and undercut Americans' wages.
19_10_2016	271	CLINTON	1	0	0	0	0	0	0	0	0	1	And Donald knows a lot about this.
19_10_2016	272	CLINTON	5	0	0	0	0	1	1	1	1	1	He used undocumented labor to build the Trump Tower.
19_10_2016	273	CLINTON	4	0	0	0	0	1	0	1	1	1	He underpaid undocumented workers, and when they complained, he basically said what a lot of employers do: "You complain, I'll get you deported."
19_10_2016	274	CLINTON	2	0	0	0	0	0	0	1	1	0	I want to get everybody out of the shadows, get the economy working, and not let employers like Donald exploit undocumented workers, which hurts them, but also hurts American workers.

Chunk #57:
19_10_2016	276	TRUMP	3	1	0	0	0	1	0	1	0	0	President Obama has moved millions of people out.
19_10_2016	277	TRUMP	1	0	0	0	0	1	0	0	0	0	Nobody knows about it, nobody talks about it.
19_10_2016	278	TRUMP	3	1	0	0	0	1	0	1	0	0	But under Obama, millions of people have been moved out of this country.
19_10_2016	279	TRUMP	1	0	0	0	0	1	0	0	0	0	They've been deported.

Chunk #58:
19_10_2016	337	TRUMP	1	0	0	0	0	0	0	0	1	0	People are going to come in from Syria.
19_10_2016	338	TRUMP	5	0	1	1	0	0	1	1	1	0	She wants 550 percent more people than Barack Obama, and he has thousands and thousands of people.
19_10_2016	339	TRUMP	3	0	1	1	0	0	0	1	0	0	They have no idea where they come from.

Chunk #59:
19_10_2016	344	TRUMP	3	0	0	0	0	1	1	1	0	0	I don't know Putin.
19_10_2016	345	TRUMP	1	0	0	0	0	0	0	1	0	0	He said nice things about me.

Chunk #60:
19_10_2016	349	TRUMP	1	0	0	0	0	0	0	1	0	0	He has no respect for our president.
19_10_2016	350	TRUMP	1	0	0	0	0	1	0	0	0	0	And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads.

Chunk #61:
19_10_2016	407	TRUMP	1	0	1	0	0	0	0	0	0	0	The Russians have said, according to many, many reports, I can't believe they allowed us to do this.
19_10_2016	408	TRUMP	2	1	1	0	0	0	0	0	0	0	They create warheads, and we can't.

Chunk #62:
19_10_2016	419	CLINTON	1	0	0	0	0	0	0	0	0	1	I -- I find it ironic that he's raising nuclear weapons.
19_10_2016	420	CLINTON	2	0	0	1	0	0	0	0	0	1	This is a person who has been very cavalier, even casual about the use of nuclear weapons.
19_10_2016	421	CLINTON	1	0	0	1	0	0	0	0	0	0	He's...
19_10_2016	422	TRUMP	2	0	0	1	0	0	0	0	0	1	Wrong.
19_10_2016	423	CLINTON	3	0	1	1	0	0	0	0	0	1	... advocated more countries getting them, Japan, Korea, even Saudi Arabia.
19_10_2016	424	CLINTON	1	0	0	0	0	0	0	0	0	1	He said, well, if we have them, why don't we use them, which I think is terrifying.

Chunk #63:
19_10_2016	441	TRUMP	1	0	0	1	0	0	0	0	0	0	There's no quote.
19_10_2016	442	TRUMP	2	0	0	1	0	0	0	0	0	1	You're not going to find a quote from me.
19_10_2016	443	CLINTON	1	0	0	0	0	0	0	0	0	1	... about a potential nuclear -- nuclear competition in Asia, you said, you know, go ahead, enjoy yourselves, folks.

Chunk #64:
19_10_2016	447	TRUMP	1	0	0	0	0	0	0	0	0	1	And defend yourselves.
19_10_2016	448	TRUMP	3	0	0	1	0	0	0	1	0	1	I didn't say nuclear.
19_10_2016	449	TRUMP	1	0	0	0	0	0	0	0	0	1	And defend yourself.

Chunk #65:
19_10_2016	481	CLINTON	1	0	0	0	0	1	0	0	0	0	That is a plan that has been analyzed by independent experts which said that it could produce 10 million new jobs.
19_10_2016	482	CLINTON	2	0	0	0	0	1	0	0	1	0	By contrast, Donald's plan has been analyzed to conclude it might lose 3.5 million jobs.

Chunk #66:
19_10_2016	495	TRUMP	1	0	0	0	0	0	0	0	0	1	We will have a massive, massive tax increase under Hillary Clinton's plan.
19_10_2016	496	TRUMP	2	0	0	0	0	1	0	0	1	0	But I'd like to start off where we left, because when I said Japan and Germany, and I'm -- not to single them out, but South Korea, these are very rich, powerful countries.
19_10_2016	497	TRUMP	1	0	0	0	0	1	0	0	0	0	Saudi Arabia, nothing but money.
19_10_2016	498	TRUMP	1	0	0	0	0	1	0	0	0	0	We protect Saudi Arabia.

Chunk #67:
19_10_2016	503	TRUMP	2	0	0	1	0	1	0	0	0	0	Since I did this -- this was a year ago -- all of a sudden, they're paying.
19_10_2016	504	TRUMP	2	0	0	1	0	1	0	0	0	0	And I've been given a lot -- a lot of credit for it.
19_10_2016	505	TRUMP	2	0	0	1	0	1	0	0	0	0	All of a sudden, they're starting to pay up.
19_10_2016	506	TRUMP	1	0	0	0	0	1	0	0	0	0	They have to pay up.

Chunk #68:
19_10_2016	512	TRUMP	1	0	0	0	0	0	0	0	1	0	We have to tell Japan in a very nice way, we have to tell Germany, all of these countries, South Korea, we have to say, you have to help us out.
19_10_2016	513	TRUMP	2	0	0	0	0	0	0	1	0	1	We have, during his regime, during President Obama's regime, we've doubled our national debt.

Chunk #69:
19_10_2016	520	TRUMP	1	0	0	1	0	0	0	0	0	0	Our jobs are being sucked out of our economy.
19_10_2016	521	TRUMP	1	0	0	1	0	0	0	0	0	0	You look at all of the places that I just left, you go to Pennsylvania, you go to Ohio, you go to Florida, you go to any of them.
19_10_2016	522	TRUMP	1	0	0	1	0	0	0	0	0	0	You go upstate New York.
19_10_2016	523	TRUMP	1	0	0	1	0	0	0	0	0	0	Our jobs have fled to Mexico and other places.

Chunk #70:
19_10_2016	542	CLINTON	6	1	1	1	0	0	0	1	1	1	I also will not add a penny to the debt.
19_10_2016	543	CLINTON	1	0	0	1	0	0	0	0	0	0	I have costed out what I'm going to do.
19_10_2016	544	CLINTON	2	0	0	1	0	0	0	0	1	0	He will, through his massive tax cuts, add $20 trillion to the debt.

Chunk #71:
19_10_2016	547	CLINTON	1	0	0	0	0	0	0	0	1	0	When my husband was president, we went from a $300 billion deficit to a $200 billion surplus and we were actually on the path to eliminating the national debt.
19_10_2016	548	CLINTON	1	0	0	0	0	0	0	0	0	1	When President Obama came into office, he inherited the worst economic disaster since the Great Depression.
19_10_2016	549	CLINTON	2	0	0	0	0	0	1	0	0	1	He has cut the deficit by two-thirds.

Chunk #72:
19_10_2016	571	CLINTON	6	1	1	1	0	0	0	1	1	1	That's why what I have put forward doesn't add a penny to the debt, but it is the kind of approach that will enable more people to take those new jobs, higher-paying jobs.
19_10_2016	572	CLINTON	1	0	0	0	0	1	0	0	0	0	We're beginning to see some increase in incomes, and we certainly have had a long string of increasing jobs.

Chunk #73:
19_10_2016	581	TRUMP	1	1	0	0	0	0	0	0	0	0	They're growing at 8 percent.
19_10_2016	582	TRUMP	1	1	0	0	0	0	0	0	0	0	China is growing at 7 percent.

Chunk #74:
19_10_2016	584	TRUMP	1	1	0	0	0	0	0	0	0	0	We are growing -- our last report came out -- and it's right around the 1 percent level.
19_10_2016	585	TRUMP	1	1	0	0	0	0	0	0	0	0	And I think it's going down.
19_10_2016	586	TRUMP	3	1	0	1	0	1	0	0	0	0	Last week, as you know, the end of last week, they came out with an anemic jobs report.
19_10_2016	587	TRUMP	1	0	0	0	0	1	0	0	0	0	A terrible jobs report.

Chunk #75:
19_10_2016	591	TRUMP	1	0	0	0	0	0	0	1	0	0	Look, our country is stagnant.
19_10_2016	592	TRUMP	3	0	0	1	0	0	0	1	1	0	We've lost our jobs.
19_10_2016	593	TRUMP	3	0	0	1	0	0	0	1	1	0	We've lost our businesses.
19_10_2016	594	TRUMP	4	1	0	1	0	0	0	1	1	0	We're not making things anymore, relatively speaking.

Chunk #76:
19_10_2016	615	CLINTON	1	0	0	0	0	0	1	0	0	0	Well, first, let me say, number one, when I saw the final agreement for TPP, I said I was against it.
19_10_2016	616	CLINTON	1	1	0	0	0	0	0	0	0	0	It didn't meet my test.

Chunk #77:
19_10_2016	628	CLINTON	1	0	0	0	0	0	0	0	1	0	Donald has bought Chinese steel and aluminum.
19_10_2016	629	CLINTON	2	0	0	0	0	1	0	0	1	0	In fact, the Trump Hotel right here in Las Vegas was made with Chinese steel.

Chunk #78:
19_10_2016	654	TRUMP	6	1	1	0	0	0	1	1	1	1	Just like when you ran the State Department, $6 billion was missing.
19_10_2016	655	TRUMP	8	1	1	1	0	1	1	1	1	1	How do you miss $6 billion?
19_10_2016	656	TRUMP	8	1	1	1	0	1	1	1	1	1	You ran the State Department, $6 billion was either stolen.
19_10_2016	657	TRUMP	5	1	1	0	0	1	1	0	0	1	They don't know.
19_10_2016	658	TRUMP	8	1	1	1	0	1	1	1	1	1	It's gone, $6 billion.

Chunk #79:
19_10_2016	675	TRUMP	1	0	0	0	0	1	0	0	0	0	I built a massive company, a great company, some of the greatest assets anywhere in the world, worth many, many billions of dollars.
19_10_2016	676	TRUMP	3	0	0	0	1	0	0	1	0	1	I started with a $1 million loan.

Chunk #80:
19_10_2016	698	TRUMP	7	1	0	1	1	0	1	1	1	1	Well, first of all, those stories have been largely debunked.
19_10_2016	699	TRUMP	1	0	0	0	0	0	0	0	0	1	Those people -- I don't know those people.

Chunk #81:
19_10_2016	702	TRUMP	1	0	0	0	1	0	0	0	0	0	Just like if you look at what came out today on the clips where I was wondering what happened with my rally in Chicago and other rallies where we had such violence?
19_10_2016	703	TRUMP	1	0	0	0	1	0	0	0	0	0	She's the one and Obama that caused the violence.
19_10_2016	704	TRUMP	2	0	0	0	1	0	0	1	0	0	They hired people -- they paid them $1,500, and they're on tape saying be violent, cause fights, do bad things.

Chunk #82:
19_10_2016	710	TRUMP	1	1	0	0	0	0	0	0	0	0	Because what I saw what they did, which is a criminal act, by the way, where they're telling people to go out and start fist-fights and start violence.
19_10_2016	711	TRUMP	1	1	0	0	0	0	0	0	0	0	And I'll tell you what, in particular in Chicago, people were hurt and people could have been killed in that riot.
19_10_2016	712	TRUMP	2	1	0	0	0	1	0	0	0	0	And that was now all on tape, started by her.

Chunk #83:
19_10_2016	722	CLINTON	3	0	0	1	1	0	0	0	0	1	Well, he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted.
19_10_2016	723	TRUMP	4	0	0	1	0	1	0	1	0	1	I did not say that.
19_10_2016	724	TRUMP	4	0	0	1	0	1	0	1	0	1	I did not say that.

Chunk #84:
19_10_2016	752	TRUMP	2	0	0	0	0	1	0	1	0	0	We have a great general, four-star general, today you read it in all of the papers, going to potentially serve five years in jail for lying to the FBI.
19_10_2016	753	TRUMP	1	0	0	0	0	0	0	1	0	0	One lie.
19_10_2016	754	TRUMP	1	1	0	0	0	0	0	0	0	0	She's lied hundreds of times to the people, to Congress, and to the FBI.

Chunk #85:
19_10_2016	764	CLINTON	2	0	0	0	1	0	1	0	0	0	But he also went after a disabled reporter, mocked and mimicked him on national television.
19_10_2016	765	TRUMP	2	0	0	0	1	0	1	0	0	0	Wrong.
19_10_2016	766	CLINTON	1	0	0	0	0	0	1	0	0	0	He went after Mr. and Mrs. Khan, the parents of a young man who died serving our country, a Gold Star family, because of their religion.
19_10_2016	767	CLINTON	1	0	0	0	0	0	1	0	0	0	He went after John McCain, a prisoner of war, said he prefers "people who aren't captured."
19_10_2016	768	CLINTON	1	0	0	0	0	0	1	0	0	0	He went after a federal judge, born in Indiana, but who Donald said couldn't be trusted to try the fraud and racketeering case against Trump University because his parents were Mexican.

Chunk #86:
19_10_2016	816	TRUMP	1	0	0	0	0	0	1	0	0	0	So these are people that push gays off business -- off buildings.
19_10_2016	817	TRUMP	1	0	0	0	0	0	1	0	0	0	These are people that kill women and treat women horribly.
19_10_2016	818	TRUMP	1	0	0	0	0	0	1	0	0	0	And yet you take their money.

Chunk #87:
19_10_2016	846	TRUMP	2	0	0	0	1	1	0	0	0	0	People contribute, I contribute.
19_10_2016	847	TRUMP	3	0	0	1	0	0	0	1	0	1	The money goes 100 percent -- 100 percent goes to different charities, including a lot of military.

Chunk #88:
19_10_2016	849	TRUMP	2	0	0	1	0	0	0	1	0	0	I don't buy boats.
19_10_2016	850	TRUMP	2	0	0	1	0	0	0	1	0	0	I don't buy planes.

Chunk #89:
19_10_2016	855	TRUMP	2	0	0	1	0	0	0	1	0	0	They put up the American flag.
19_10_2016	856	TRUMP	2	0	0	1	0	0	0	1	0	0	We fought for the right in Palm Beach to put up the American flag.

Chunk #90:
19_10_2016	871	CLINTON	1	0	0	1	0	0	0	0	0	0	You know, half of all immigrants -- undocumented immigrants in our country -- actually pay federal income tax.
19_10_2016	872	CLINTON	1	0	0	1	0	0	0	0	0	0	So we have undocumented immigrants in America who are paying more federal income tax than a billionaire.

Chunk #91:
19_10_2016	875	TRUMP	1	0	0	0	0	0	0	0	0	1	So let me just tell you very quickly, we're entitled because of the laws that people like her passed to take massive amounts of depreciation on other charges, and we do it.
19_10_2016	876	TRUMP	3	0	0	0	0	1	1	0	0	1	And all of her donors -- just about all of them -- I know Buffett took hundreds of millions of dollars, Soros, George Soros, took hundreds of millions of dollars...

Chunk #92:
19_10_2016	1001	TRUMP	2	0	0	0	0	1	1	0	0	0	I have been reading about going after Mosul now for about -- how long is it, Hillary, three months?
19_10_2016	1002	TRUMP	1	0	0	0	0	0	0	1	0	0	These people have all left.

Chunk #93:
19_10_2016	1071	TRUMP	2	1	0	0	0	1	0	0	0	0	Iran is taking over Iraq.
19_10_2016	1072	TRUMP	1	1	0	0	0	0	0	0	0	0	We don't gain anything.

Chunk #94:
19_10_2016	1147	TRUMP	2	0	0	0	0	1	0	0	1	0	... in many cases, ISIS-aligned, and we now have them in our country, and wait until you see -- this is going to be the great Trojan horse.
19_10_2016	1148	TRUMP	1	0	0	0	0	1	0	0	0	0	And wait until you see what happens in the coming years.

Chunk #95:
19_10_2016	1183	TRUMP	1	0	0	0	0	0	0	0	1	0	And during the cease-fire, Russia took over vast swatches of land, and then they said we don't want the cease-fire anymore.
19_10_2016	1184	TRUMP	1	0	0	0	0	0	0	0	1	0	We are so outplayed on missiles, on cease-fires.

Chunk #96:
19_10_2016	1229	CLINTON	1	0	0	0	0	1	0	0	0	0	But if you look at the debt, which is the issue you asked about, Chris, I pay for everything I'm proposing.
19_10_2016	1230	CLINTON	7	1	1	1	0	1	0	1	1	1	I do not add a penny to the national debt.

Chunk #97:
19_10_2016	1269	TRUMP	1	0	0	0	0	1	0	0	0	0	And one thing we have to do: Repeal and replace the disaster known as Obamacare.
19_10_2016	1270	TRUMP	1	0	0	0	0	0	1	0	0	0	It's destroying our country.
19_10_2016	1271	TRUMP	1	0	0	0	0	0	1	0	0	0	It's destroying our businesses, our small business and our big businesses.

Chunk #98:
19_10_2016	1276	TRUMP	4	0	0	0	0	1	1	0	1	1	It's -- the premiums are going up 60 percent, 70 percent, 80 percent.
19_10_2016	1277	TRUMP	4	0	1	0	0	0	0	1	1	1	Next year they're going to go up over 100 percent.

Chunk #99:
19_10_2016	1332	TRUMP	2	0	0	0	0	0	1	1	0	0	Our inner cities are a disaster.
19_10_2016	1333	TRUMP	2	0	0	0	0	1	0	1	0	0	You get shot walking to the store.
19_10_2016	1334	TRUMP	1	0	0	0	0	0	0	1	0	0	They have no education.
19_10_2016	1335	TRUMP	1	0	0	0	0	0	0	1	0	0	They have no jobs.
Debate	ID	Speaker	ALL	CT	ABC	CNN	WP	NPR	PF	TG	NYT	FC	Text

Chunk #100:
26_09_2016	56	TRUMP	3	1	0	1	0	0	0	1	0	0	Our jobs are fleeing the country.
26_09_2016	57	TRUMP	3	1	0	1	0	0	0	1	0	0	They're going to Mexico.
26_09_2016	58	TRUMP	1	0	0	0	0	0	0	1	0	0	They're going to many other countries.
26_09_2016	59	TRUMP	1	0	0	0	0	1	0	0	0	0	You look at what China is doing to our country in terms of making our product.
26_09_2016	60	TRUMP	2	0	0	0	0	1	0	0	1	0	They're devaluing their currency, and there's nobody in our government to fight them.

Chunk #101:
26_09_2016	68	TRUMP	4	1	1	0	0	0	0	0	0	1	So Ford is leaving.
26_09_2016	69	TRUMP	1	1	0	0	0	0	0	0	0	0	You see that, their small car division leaving.
26_09_2016	70	TRUMP	5	1	0	1	0	1	0	0	1	1	Thousands of jobs leaving Michigan, leaving Ohio.

Chunk #102:
26_09_2016	82	TRUMP	2	0	0	0	0	0	1	0	0	0	Under my plan, I'll be reducing taxes tremendously, from 35 percent to 15 percent for companies, small and big businesses.
26_09_2016	83	TRUMP	1	0	0	0	0	0	0	0	0	0	That's going to be a job creator like we haven't seen since Ronald Reagan.

Chunk #103:
26_09_2016	103	CLINTON	1	0	0	1	0	0	0	0	0	0	You know, Donald was very fortunate in his life, and that's all to his benefit.
26_09_2016	104	CLINTON	2	0	1	1	0	0	0	0	0	0	He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.

Chunk #104:
26_09_2016	127	TRUMP	1	0	0	0	0	0	0	0	0	0	When we sell into Mexico, there's a tax.
26_09_2016	128	TRUMP	1	0	0	0	0	0	0	0	0	0	When they sell in -- automatic, 16 percent, approximately.
26_09_2016	129	TRUMP	1	0	0	0	0	0	0	0	0	0	When they sell into us, there's no tax.
26_09_2016	130	TRUMP	1	0	0	0	0	0	0	0	0	0	It's a defective agreement.

Chunk #105:
26_09_2016	161	CLINTON	1	0	0	0	0	0	1	0	0	0	Well, let's stop for a second and remember where we were eight years ago.
26_09_2016	162	CLINTON	1	0	0	0	0	0	1	0	0	0	We had the worst financial crisis, the Great Recession, the worst since the 1930s.

Chunk #106:
26_09_2016	164	CLINTON	2	0	0	0	0	0	1	1	0	0	In fact, Donald was one of the people who rooted for the housing crisis.
26_09_2016	165	CLINTON	1	0	0	1	0	0	0	0	0	0	"He said, back in 2006, ""Gee, I hope it does collapse, because then I can go in and buy some and make some money."""

Chunk #107:
26_09_2016	174	CLINTON	6	1	1	0	0	1	1	0	1	1	Independent experts have looked at what I've proposed and looked at what Donald's proposed, and basically they've said this, that if his tax plan, which would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy, were to go into effect, we would lose 3.5 million jobs and maybe have another recession.
26_09_2016	175	CLINTON	1	1	0	0	0	0	0	0	0	0	They've looked at my plans and they've said, OK, if we can do this, and I intend to get it done, we will have 10 million more new jobs, because we will be making investments where we can grow the economy.

Chunk #108:
26_09_2016	180	TRUMP	6	1	1	0	1	1	1	0	0	0	I did not.
26_09_2016	181	TRUMP	6	1	1	0	1	1	1	0	0	0	I did not.
26_09_2016	182	TRUMP	7	1	1	0	1	1	1	0	1	0	I do not say that.

Chunk #109:
26_09_2016	198	TRUMP	1	0	0	0	0	1	0	0	0	0	Our energy policies are a disaster.
26_09_2016	199	TRUMP	1	0	0	0	0	1	0	0	0	0	Our country is losing so much in terms of energy, in terms of paying off our debt.

Chunk #110:
26_09_2016	224	CLINTON	1	0	0	1	0	0	0	0	0	0	Incomes went up for everybody.
26_09_2016	225	CLINTON	1	0	0	1	0	0	0	0	0	0	Manufacturing jobs went up also in the 1990s, if we're actually going to look at the facts.
26_09_2016	226	CLINTON	1	0	0	0	0	0	1	0	0	0	When I was in the Senate, I had a number of trade deals that came before me, and I held them all to the same test.
26_09_2016	227	CLINTON	1	0	0	0	0	0	1	0	0	0	Will they create jobs in America?
26_09_2016	228	CLINTON	1	0	0	0	0	0	1	0	0	0	Will they raise incomes in America?
26_09_2016	229	CLINTON	1	0	0	0	0	0	1	0	0	0	And are they good for our national security?
26_09_2016	230	CLINTON	1	0	0	0	0	0	1	0	0	0	Some of them I voted for.
26_09_2016	231	CLINTON	1	0	0	0	0	0	1	0	0	0	The biggest one, a multinational one known as CAFTA, I voted against.
26_09_2016	232	CLINTON	1	0	0	0	0	0	1	0	0	0	And because I hold the same standards as I look at all of these trade deals.

Chunk #111:
26_09_2016	251	TRUMP	2	0	0	0	0	0	1	0	0	0	You go to New England, you go to Ohio, Pennsylvania, you go anywhere you want, Secretary Clinton, and you will see devastation where manufacture is down 30, 40, sometimes 50 percent.
26_09_2016	252	TRUMP	3	0	0	0	0	1	0	0	1	0	NAFTA is the worst trade deal maybe ever signed anywhere, but certainly ever signed in this country.
26_09_2016	253	TRUMP	1	0	0	1	0	0	0	0	0	0	And now you want to approve Trans-Pacific Partnership.
26_09_2016	254	TRUMP	1	0	0	1	0	0	0	0	0	0	You were totally in favor of it.
26_09_2016	255	TRUMP	1	0	0	1	0	0	0	0	0	0	Then you heard what I was saying, how bad it is, and you said, I can't win that debate.

Chunk #112:
26_09_2016	258	CLINTON	1	0	0	0	0	1	0	0	0	0	Well, that is just not accurate.
26_09_2016	259	CLINTON	1	0	0	0	0	1	0	0	0	0	I was against it once it was finally negotiated and the terms were laid out.

Chunk #113:
26_09_2016	296	CLINTON	1	0	0	1	0	0	0	0	0	0	And people have looked at both of our plans, have concluded that mine would create 10 million jobs and yours would lose us 3.5 million jobs, and explode the debt which would have a recession.
26_09_2016	297	TRUMP	1	0	0	0	0	1	0	0	0	0	You are going to approve one of the biggest tax cuts in history.
26_09_2016	298	TRUMP	2	0	0	1	0	1	0	0	0	0	You are going to approve one of the biggest tax increases in history.
26_09_2016	299	TRUMP	1	0	0	0	0	1	0	0	0	0	You are going to drive business out.

Chunk #114:
26_09_2016	317	CLINTON	1	0	0	0	0	1	0	0	0	0	So we have taken the home page of my website, HillaryClinton.com, and we've turned it into a fact-checker.
26_09_2016	318	CLINTON	1	0	0	0	0	1	0	0	0	0	So if you want to see in real-time what the facts are, please go and take a look.

Chunk #115:
26_09_2016	371	TRUMP	1	0	0	0	0	1	0	0	0	0	Republicans and Democrats agree that this should be done, $2.5 trillion.
26_09_2016	372	TRUMP	1	0	0	0	0	1	0	0	0	0	I happen to think it's double that.
26_09_2016	373	TRUMP	1	0	0	0	0	1	0	0	0	0	It's probably $5 trillion that we can't bring into our country, Lester.

Chunk #116:
26_09_2016	414	CLINTON	2	1	0	0	0	1	0	0	0	0	I think building the middle class, investing in the middle class, making college debt-free so more young people can get their education, helping people refinance their -- their debt from college at a lower rate.
26_09_2016	415	CLINTON	1	0	0	0	0	1	0	0	0	0	Those are the kinds of things that will really boost the economy.

Chunk #117:
26_09_2016	436	TRUMP	1	0	0	1	0	0	0	0	0	0	I don't mind releasing -- I'm under a routine audit.
26_09_2016	437	TRUMP	1	0	0	1	0	0	0	0	0	0	And it'll be released.
26_09_2016	438	TRUMP	1	0	0	1	0	0	0	0	0	0	And -- as soon as the audit's finished, it will be released.
26_09_2016	439	TRUMP	1	0	0	0	0	0	1	0	0	0	But you will learn more about Donald Trump by going down to the federal elections, where I filed a 104-page essentially financial statement of sorts, the forms that they have.

Chunk #118:
26_09_2016	492	CLINTON	3	1	0	0	0	1	1	0	0	0	Or maybe he doesn't want the American people, all of you watching tonight, to know that he's paid nothing in federal taxes, because the only years that anybody's ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didn't pay any federal income tax.
26_09_2016	493	TRUMP	2	1	0	0	0	1	0	0	0	0	That makes me smart.

Chunk #119:
26_09_2016	546	TRUMP	1	0	0	0	0	1	0	0	0	0	And we've spent $6 trillion in the Middle East, according to a report that I just saw.
26_09_2016	547	TRUMP	1	0	0	0	0	1	0	0	0	0	Whether it's 6 or 5, but it looks like it's 6, $6 trillion in the Middle East, we could have rebuilt our country twice.

Chunk #120:
26_09_2016	578	CLINTON	5	0	1	1	1	1	1	0	0	0	You even at one time suggested that you would try to negotiate down the national debt of the United States.
26_09_2016	579	TRUMP	4	0	1	1	1	1	0	0	0	0	Wrong.

Chunk #121:
26_09_2016	642	TRUMP	2	0	0	0	0	1	0	1	0	0	We have a situation where we have our inner cities, African- Americans, Hispanics are living in he'll because it's so dangerous.
26_09_2016	643	TRUMP	1	0	0	0	0	1	0	0	0	0	You walk down the street, you get shot.
26_09_2016	644	TRUMP	3	0	0	0	0	1	1	1	0	0	In Chicago, they've had thousands of shootings, thousands since January 1st.
26_09_2016	645	TRUMP	1	0	0	0	0	1	0	0	0	0	Thousands of shootings.
26_09_2016	646	TRUMP	1	0	0	0	0	1	0	0	0	0	And I'm saying, where is this?
26_09_2016	647	TRUMP	1	0	0	0	0	1	0	0	0	0	Is this a war-torn country?
26_09_2016	648	TRUMP	1	0	0	0	0	1	0	0	0	0	What are we doing?
